customer_id,city,sex,date_birth,date_join,age_join,date_quit,duration,q1,q2,q3,q4,q5
DG205873,Leeds,M,1977-12-06,2010-04-08,32.34,2014-04-09,48.03,9,6,5,8,1
DG206040,Nottingham,F,1957-06-02,2012-09-09,55.27,NA,NA,NA,NA,NA,NA,NA
DG206932,London,M,1970-06-06,2011-12-03,41.49,2014-03-22,27.6,8,9,7,10,0
DG206955,London,M,1974-11-04,2010-03-02,35.32,NA,NA,NA,NA,NA,NA,NA
DG206996,Newcastle upon Tyne,M,1963-01-03,2010-09-12,47.69,NA,NA,NA,NA,NA,NA,NA
DG207035,Birmingham,M,1968-12-04,2011-09-15,42.78,NA,NA,NA,NA,NA,NA,NA
DG207152,Newcastle upon Tyne,M,1983-08-18,2013-06-16,29.83,NA,NA,NA,NA,NA,NA,NA
DG207181,London,M,1974-11-15,2011-12-10,37.07,2013-02-18,14.32,9,9,7,10,0
DG207213,Glasgow,F,1965-03-01,2010-07-05,45.34,2015-05-20,58.48,NA,NA,NA,NA,NA
DG207353,Nottingham,M,1968-05-19,2010-01-21,41.68,2014-06-10,52.6,9,5,6,8,0
DG207420,Leeds,M,1982-04-17,2012-09-22,30.43,NA,NA,NA,NA,NA,NA,NA
DG207536,Glasgow,M,1973-05-12,2012-05-21,39.03,NA,NA,NA,NA,NA,NA,NA
DG207596,Manchester,F,1964-09-18,2013-12-17,49.25,NA,NA,NA,NA,NA,NA,NA
DG207708,Liverpool,F,1979-01-17,2011-07-31,32.53,NA,NA,NA,NA,NA,NA,NA
DG207965,Leeds,M,1969-02-21,2010-04-25,41.17,2014-08-30,52.17,10,-1,7,10,0
DG208188,London,F,1981-05-03,2013-07-08,32.18,NA,NA,NA,NA,NA,NA,NA
DG208375,Birmingham,M,1960-07-01,2012-02-13,51.62,NA,NA,NA,NA,NA,NA,NA
DG208473,Birmingham,F,1972-07-29,2013-10-26,41.24,NA,NA,NA,NA,NA,NA,NA
DG208474,Sheffield,M,1941-10-05,2011-12-11,70.18,2012-03-10,2.96,6,8,8,1,0
DG208497,London,M,1983-07-25,2014-01-10,30.46,2014-12-09,10.94,8,9,7,10,0
DG208574,London,M,1979-12-10,2012-02-20,32.2,NA,NA,NA,NA,NA,NA,NA
DG208665,Manchester,M,1979-09-07,2012-02-19,32.45,NA,NA,NA,NA,NA,NA,NA
DG208854,London,F,1971-09-19,2011-08-08,39.89,NA,NA,NA,NA,NA,NA,NA
DG208905,Birmingham,M,1988-11-10,2013-11-28,25.05,NA,NA,NA,NA,NA,NA,NA
DG208998,Leeds,F,1983-09-22,2010-02-12,26.39,NA,NA,NA,NA,NA,NA,NA
DG209019,Glasgow,F,1978-09-18,2012-01-08,33.31,NA,NA,NA,NA,NA,NA,NA
DG209118,London,F,1948-06-10,2013-01-19,64.61,NA,NA,NA,NA,NA,NA,NA
DG209693,Newcastle upon Tyne,F,1964-03-28,2010-09-03,46.43,NA,NA,NA,NA,NA,NA,NA
DG209785,London,M,1983-03-10,2010-09-29,27.56,2015-02-18,52.67,8,-1,7,10,2
DG210078,Liverpool,F,1978-11-24,2010-07-28,31.67,2011-02-01,6.18,7,7,3,7,3
DG210632,Manchester,F,1964-07-01,2011-03-14,46.7,NA,NA,NA,NA,NA,NA,NA
DG210678,Manchester,M,1989-02-22,2012-07-24,23.42,NA,NA,NA,NA,NA,NA,NA
DG211016,Sheffield,M,1970-11-11,2010-03-05,39.31,2013-01-11,34.27,NA,NA,NA,NA,NA
DG211018,Leeds,M,1975-10-20,2010-09-29,34.94,NA,NA,NA,NA,NA,NA,NA
DG211072,Southampton,M,1965-10-23,2013-04-09,47.46,NA,NA,NA,NA,NA,NA,NA
DG211075,Glasgow,M,1975-06-03,2010-08-11,35.19,NA,NA,NA,NA,NA,NA,NA
DG211417,London,M,1979-01-16,2011-06-13,32.41,2012-01-10,6.93,8,9,7,10,3
DG211630,Nottingham,M,1984-10-18,2013-03-17,28.41,NA,NA,NA,NA,NA,NA,NA
DG211667,Leeds,F,1991-01-11,2012-04-25,21.29,NA,NA,NA,NA,NA,NA,NA
DG212054,Newcastle upon Tyne,F,1967-03-20,2010-11-17,43.66,2012-02-16,14.98,8,10,10,9,2
DG212246,Leeds,F,1976-06-25,2011-02-08,34.62,2012-10-31,20.73,-1,6,5,6,-1
DG212310,Leeds,M,1969-06-19,2011-08-27,42.19,NA,NA,NA,NA,NA,NA,NA
DG212514,Leeds,M,1986-05-01,2011-09-11,25.36,2014-10-01,36.67,10,8,8,9,-1
DG212555,Nottingham,M,1979-08-27,2013-07-12,33.88,NA,NA,NA,NA,NA,NA,NA
DG212623,Southampton,F,1969-03-09,2012-03-18,43.03,NA,NA,NA,NA,NA,NA,NA
DG212667,London,F,1978-07-25,2013-09-14,35.14,NA,NA,NA,NA,NA,NA,NA
DG212880,London,M,1986-04-18,2013-03-05,26.88,2014-10-16,19.38,NA,NA,NA,NA,NA
DG213166,London,F,1982-03-13,2010-07-11,28.33,2013-07-08,35.91,6,-1,6,10,-1
DG213622,London,M,1982-02-15,2012-03-19,30.09,2014-01-09,21.72,7,7,6,10,1
DG214380,Birmingham,F,1972-11-25,2010-04-08,37.37,2011-07-02,14.78,7,10,-1,0,-1
DG214447,Birmingham,M,1981-10-08,2012-06-01,30.65,NA,NA,NA,NA,NA,NA,NA
DG214571,Birmingham,M,1973-11-08,2011-08-06,37.74,2015-06-07,46.03,5,8,-1,-1,0
DG214671,Glasgow,M,1982-06-27,2010-12-01,28.43,2011-08-25,8.77,8,6,-1,0,-1
DG214722,London,M,1981-05-20,2012-01-17,30.66,2015-06-11,40.77,NA,NA,NA,NA,NA
DG214874,Leeds,F,1968-03-13,2013-02-16,44.93,NA,NA,NA,NA,NA,NA,NA
DG214901,Manchester,F,1953-11-19,2010-05-12,56.48,NA,NA,NA,NA,NA,NA,NA
DG215061,London,F,1974-07-23,2011-09-15,37.15,2013-06-23,21.26,NA,NA,NA,NA,NA
DG215221,Manchester,M,1984-12-01,2010-02-09,25.19,NA,NA,NA,NA,NA,NA,NA
DG215460,Liverpool,F,1982-09-25,2010-11-25,28.17,2013-11-03,35.29,8,10,4,6,3
DG215467,Leeds,M,1987-06-28,2012-02-03,24.6,NA,NA,NA,NA,NA,NA,NA
DG215836,Nottingham,F,1965-01-18,2013-09-11,48.65,NA,NA,NA,NA,NA,NA,NA
DG215850,Newcastle upon Tyne,M,1957-05-03,2012-03-06,54.84,2015-05-14,38.24,-1,10,10,-1,-1
DG215879,London,M,1986-03-02,2013-01-16,26.88,NA,NA,NA,NA,NA,NA,NA
DG216080,Glasgow,F,1954-09-24,2011-11-03,57.11,NA,NA,NA,NA,NA,NA,NA
DG216433,Nottingham,F,1978-04-04,2012-10-05,34.51,NA,NA,NA,NA,NA,NA,NA
DG216774,Manchester,M,1987-08-22,2013-02-18,25.49,NA,NA,NA,NA,NA,NA,NA
DG216885,London,F,1979-10-03,2013-01-10,33.27,NA,NA,NA,NA,NA,NA,NA
DG216890,Birmingham,M,1971-08-26,2011-09-21,40.07,NA,NA,NA,NA,NA,NA,NA
DG217195,Nottingham,M,1970-09-18,2011-10-23,41.1,NA,NA,NA,NA,NA,NA,NA
DG217546,London,M,1966-12-15,2012-08-05,45.64,2015-01-13,29.27,8,10,8,10,0
DG217784,London,M,1975-10-11,2011-02-28,35.38,2013-06-30,28.02,-1,10,-1,10,0
DG217851,Glasgow,F,1965-02-21,2010-11-17,45.74,2015-06-15,54.9,7,6,-1,0,-1
DG217963,Manchester,M,1984-05-01,2012-02-10,27.78,2014-06-25,28.45,7,9,5,5,1
DG218042,London,M,1987-01-26,2011-03-29,24.17,NA,NA,NA,NA,NA,NA,NA
DG218602,Southampton,F,1972-04-23,2010-07-02,38.19,NA,NA,NA,NA,NA,NA,NA
DG218721,Liverpool,M,1976-01-09,2010-10-02,34.73,NA,NA,NA,NA,NA,NA,NA
DG219004,Southampton,F,1969-05-30,2012-06-10,43.03,NA,NA,NA,NA,NA,NA,NA
DG219352,London,M,1986-08-19,2010-11-29,24.28,NA,NA,NA,NA,NA,NA,NA
DG219385,Birmingham,F,1991-07-17,2012-07-29,21.03,NA,NA,NA,NA,NA,NA,NA
DG219446,Sheffield,M,1984-11-24,2011-08-25,26.75,2015-01-21,40.9,5,9,9,-1,1
DG219705,Liverpool,F,1945-03-02,2010-12-18,65.8,NA,NA,NA,NA,NA,NA,NA
DG219998,London,F,1976-07-13,2011-10-18,35.26,NA,NA,NA,NA,NA,NA,NA
DG220072,London,M,1973-08-26,2010-05-22,36.74,NA,NA,NA,NA,NA,NA,NA
DG220099,Leeds,F,1978-10-31,2010-12-05,32.1,NA,NA,NA,NA,NA,NA,NA
DG220280,Newcastle upon Tyne,F,1969-11-22,2010-04-10,40.38,NA,NA,NA,NA,NA,NA,NA
DG220409,Sheffield,F,1971-01-22,2010-01-29,39.02,NA,NA,NA,NA,NA,NA,NA
DG220514,Leeds,F,1983-11-26,2013-02-05,29.2,2013-12-24,10.58,7,-1,-1,8,-1
DG220554,London,M,1988-06-09,2010-07-05,22.07,2010-09-03,1.97,NA,NA,NA,NA,NA
DG220928,Glasgow,F,1956-10-22,2010-03-28,53.43,NA,NA,NA,NA,NA,NA,NA
DG221235,Birmingham,F,1982-09-24,2012-08-12,29.88,2013-04-24,8.38,-1,-1,5,2,1
DG221243,Leeds,F,1982-11-23,2014-04-17,31.4,NA,NA,NA,NA,NA,NA,NA
DG221289,Newcastle upon Tyne,M,1979-11-04,2012-02-04,32.25,NA,NA,NA,NA,NA,NA,NA
DG221295,London,M,1980-04-18,2010-11-02,30.54,NA,NA,NA,NA,NA,NA,NA
DG221374,Nottingham,M,1977-02-22,2010-03-10,33.04,2011-02-10,11.07,10,7,7,6,2
DG221777,Newcastle upon Tyne,M,1975-09-11,2011-04-07,35.57,2014-08-05,39.95,8,9,-1,9,1
DG222083,London,F,1968-05-05,2010-01-14,41.69,2014-12-21,59.2,6,8,5,10,0
DG222183,Manchester,F,1978-10-24,2012-05-07,33.54,NA,NA,NA,NA,NA,NA,NA
DG222370,Manchester,M,1992-01-22,2011-06-27,19.43,NA,NA,NA,NA,NA,NA,NA
DG223088,Manchester,F,1949-01-17,2010-09-10,61.65,2011-01-17,4.24,-1,8,5,6,2
DG223249,Sheffield,F,1972-04-06,2011-03-26,38.97,NA,NA,NA,NA,NA,NA,NA
DG223463,London,M,1974-02-25,2011-11-13,37.71,NA,NA,NA,NA,NA,NA,NA
DG223483,Manchester,F,1984-02-17,2012-07-25,28.44,2015-05-21,33.84,NA,NA,NA,NA,NA
DG223573,Liverpool,M,1987-02-19,2010-04-02,23.12,2012-05-07,25.17,6,7,2,7,2
DG223698,Manchester,F,1982-12-10,2011-12-12,29,NA,NA,NA,NA,NA,NA,NA
DG223883,Glasgow,F,1970-05-22,2013-09-17,43.32,NA,NA,NA,NA,NA,NA,NA
DG223991,London,M,1965-02-14,2012-09-19,47.59,2013-06-25,9.17,9,9,7,10,0
DG224857,Newcastle upon Tyne,F,1971-12-02,2012-05-04,40.42,NA,NA,NA,NA,NA,NA,NA
DG225166,London,M,1983-12-26,2012-11-11,28.88,2014-01-18,14.23,8,-1,7,-1,0
DG225352,Sheffield,F,1984-06-16,2010-09-14,26.25,NA,NA,NA,NA,NA,NA,NA
DG225461,Birmingham,F,1978-12-17,2012-10-30,33.87,NA,NA,NA,NA,NA,NA,NA
DG225982,London,M,1950-08-17,2011-09-17,61.08,NA,NA,NA,NA,NA,NA,NA
DG226316,Liverpool,M,1977-01-31,2010-07-12,33.44,NA,NA,NA,NA,NA,NA,NA
DG226333,Liverpool,F,1990-03-04,2010-10-21,20.63,2014-09-02,46.39,-1,9,2,6,2
DG226398,Southampton,M,1978-04-01,2010-04-23,32.06,NA,NA,NA,NA,NA,NA,NA
DG226417,Southampton,F,1967-09-29,2010-08-20,42.89,NA,NA,NA,NA,NA,NA,NA
DG227066,Newcastle upon Tyne,M,1974-06-03,2014-01-28,39.66,NA,NA,NA,NA,NA,NA,NA
DG227071,London,F,1980-11-17,2012-01-20,31.17,NA,NA,NA,NA,NA,NA,NA
DG227121,London,M,1938-01-22,2010-03-11,72.13,2014-12-22,57.4,10,10,9,10,0
DG227217,Nottingham,F,1976-06-23,2012-04-01,35.77,NA,NA,NA,NA,NA,NA,NA
DG227333,Birmingham,F,1970-10-13,2013-01-30,42.3,NA,NA,NA,NA,NA,NA,NA
DG227453,Liverpool,F,1965-09-09,2010-03-22,44.53,NA,NA,NA,NA,NA,NA,NA
DG227566,London,M,1977-07-12,2011-06-14,33.92,2013-07-18,25.13,7,9,6,10,0
DG227812,Birmingham,M,1975-08-15,2014-01-07,38.4,2015-03-14,14.16,7,10,5,0,0
DG228249,Glasgow,F,1969-07-12,2010-05-14,40.84,NA,NA,NA,NA,NA,NA,NA
DG228365,Birmingham,F,1957-12-25,2011-07-27,53.59,2014-09-09,37.45,7,9,4,1,-1
DG228695,Sheffield,F,1981-06-17,2013-02-20,31.68,NA,NA,NA,NA,NA,NA,NA
DG228831,Leeds,F,1972-12-07,2010-09-25,37.8,NA,NA,NA,NA,NA,NA,NA
DG229035,Southampton,F,1981-01-13,2012-06-02,31.38,2014-04-11,22.28,5,-1,5,10,3
DG229087,Nottingham,F,1973-10-21,2012-07-05,38.7,2013-11-17,16.43,8,6,5,8,2
DG229431,Leeds,M,1981-01-26,2010-03-15,29.13,2015-04-30,61.5,7,-1,6,7,0
DG229609,Leeds,M,1987-06-01,2013-10-23,26.4,NA,NA,NA,NA,NA,NA,NA
DG229820,Leeds,M,1977-12-27,2012-02-03,34.1,NA,NA,NA,NA,NA,NA,NA
DG230510,Southampton,M,1961-03-31,2010-01-06,48.77,2012-03-19,26.38,5,8,-1,10,0
DG230988,Manchester,F,1987-08-05,2013-01-07,25.43,2015-05-09,27.99,5,8,5,5,3
DG230989,Southampton,M,1969-12-21,2014-01-09,44.05,NA,NA,NA,NA,NA,NA,NA
DG231140,Glasgow,F,1956-11-02,2011-10-12,54.94,2012-02-26,4.5,8,-1,6,1,-1
DG231272,Leeds,M,1992-09-10,2011-09-03,18.98,NA,NA,NA,NA,NA,NA,NA
DG231561,London,F,1980-02-03,2011-11-05,31.75,NA,NA,NA,NA,NA,NA,NA
DG231598,Liverpool,F,1965-02-11,2010-09-24,45.62,2010-12-29,3.15,5,6,0,9,4
DG232037,London,F,1978-05-28,2010-08-27,32.25,NA,NA,NA,NA,NA,NA,NA
DG232147,Southampton,F,1987-05-11,2010-01-20,22.7,2012-03-10,25.63,3,-1,-1,10,-1
DG232180,Liverpool,F,1952-12-14,2011-03-10,58.23,2011-10-31,7.72,8,8,1,5,2
DG232812,Manchester,F,1990-08-19,2011-09-04,21.04,NA,NA,NA,NA,NA,NA,NA
DG233118,London,F,1959-10-12,2012-05-24,52.62,2012-07-06,1.41,-1,-1,7,10,4
DG234129,Birmingham,F,1970-09-08,2010-06-28,39.8,2013-08-21,37.78,-1,10,5,2,0
DG234275,London,F,1975-03-11,2012-07-04,37.32,2013-07-25,12.68,NA,NA,NA,NA,NA
DG234408,London,F,1986-12-02,2011-09-16,24.79,NA,NA,NA,NA,NA,NA,NA
DG234834,Manchester,F,1990-07-25,2011-03-13,20.63,2014-09-18,42.22,-1,10,5,4,2
DG234924,Manchester,M,1976-03-09,2012-11-16,36.69,NA,NA,NA,NA,NA,NA,NA
DG235106,Manchester,M,1982-08-06,2010-02-14,27.53,2011-08-11,17.84,5,8,3,4,3
DG235329,London,M,1983-06-19,2012-01-26,28.61,2014-11-12,33.54,7,8,7,-1,0
DG235692,London,M,1988-05-02,2010-12-29,22.66,2013-12-15,35.55,8,9,7,10,-1
DG235808,Liverpool,F,1966-09-13,2012-10-06,46.06,2013-03-29,5.72,-1,8,-1,8,3
DG235892,Sheffield,M,1988-08-02,2013-01-21,24.47,NA,NA,NA,NA,NA,NA,NA
DG235939,Southampton,F,1966-02-18,2011-12-04,45.79,2012-08-22,8.61,6,10,-1,10,1
DG236089,Manchester,M,1992-07-28,2011-02-21,18.57,NA,NA,NA,NA,NA,NA,NA
DG236367,Leeds,F,1969-09-18,2011-11-08,42.14,NA,NA,NA,NA,NA,NA,NA
DG236467,Newcastle upon Tyne,M,1971-01-09,2010-03-04,39.15,2012-12-26,33.77,10,9,10,10,1
DG236487,London,M,1991-06-13,2010-04-04,18.81,NA,NA,NA,NA,NA,NA,NA
DG236558,Sheffield,M,1970-10-02,2011-06-27,40.73,2013-09-22,26.87,4,7,6,1,0
DG236600,London,F,1980-07-14,2010-02-18,29.6,NA,NA,NA,NA,NA,NA,NA
DG237054,Newcastle upon Tyne,F,1975-02-07,2011-07-04,36.4,NA,NA,NA,NA,NA,NA,NA
DG237319,Manchester,M,1979-06-03,2011-03-16,31.78,NA,NA,NA,NA,NA,NA,NA
DG237338,Leeds,F,1978-11-07,2010-06-08,31.58,NA,NA,NA,NA,NA,NA,NA
DG237368,Southampton,F,1954-09-28,2011-03-07,56.44,2014-12-01,44.85,4,8,5,10,1
DG237638,Manchester,M,1983-11-07,2010-11-07,27,NA,NA,NA,NA,NA,NA,NA
DG237686,Leeds,F,1989-11-28,2011-12-08,22.03,2015-06-04,41.86,6,7,6,-1,0
DG238149,Manchester,F,1990-04-08,2011-01-02,20.74,NA,NA,NA,NA,NA,NA,NA
DG238268,Southampton,F,1936-03-21,2010-12-26,74.77,NA,NA,NA,NA,NA,NA,NA
DG238313,Manchester,F,1979-07-08,2012-10-04,33.24,NA,NA,NA,NA,NA,NA,NA
DG238537,Sheffield,M,1985-04-22,2011-04-09,25.96,2012-01-21,9.43,5,-1,8,1,1
DG238993,Glasgow,M,1983-01-18,2013-05-11,30.31,NA,NA,NA,NA,NA,NA,NA
DG239046,London,F,1977-10-29,2010-08-10,32.78,NA,NA,NA,NA,NA,NA,NA
DG239191,Sheffield,F,1957-07-14,2012-03-14,54.67,2014-09-05,29.73,NA,NA,NA,NA,NA
DG239200,London,M,1979-06-15,2012-04-12,32.83,2014-11-02,30.69,9,8,7,9,-1
DG239272,Leeds,M,1939-01-07,2012-03-31,73.23,2015-06-21,38.67,10,8,8,9,0
DG239360,Sheffield,M,1976-05-31,2011-02-14,34.71,2014-12-24,46.29,5,7,-1,1,1
DG239415,Nottingham,M,1987-06-16,2012-03-29,24.79,NA,NA,NA,NA,NA,NA,NA
DG239645,London,M,1981-12-17,2013-02-06,31.14,NA,NA,NA,NA,NA,NA,NA
DG239683,Birmingham,M,1989-06-02,2011-12-05,22.51,2012-06-03,5.95,8,9,5,0,0
DG239689,Birmingham,F,1967-12-06,2010-12-24,43.05,NA,NA,NA,NA,NA,NA,NA
DG239807,Manchester,F,1984-02-20,2013-05-11,29.22,2013-05-15,0.13,5,7,-1,6,4
DG239995,Nottingham,F,1975-10-01,2012-09-02,36.92,2013-12-12,15.31,10,8,7,8,2
DG240121,London,M,1981-12-25,2012-07-23,30.58,NA,NA,NA,NA,NA,NA,NA
DG240236,Liverpool,F,1980-08-30,2012-01-18,31.38,2012-07-18,5.98,7,9,-1,9,4
DG240335,Manchester,M,1986-09-23,2011-08-17,24.9,2015-02-19,42.12,8,10,8,5,1
DG240347,Leeds,M,1983-07-25,2012-08-16,29.06,NA,NA,NA,NA,NA,NA,NA
DG240356,London,M,1988-07-18,2012-06-21,23.93,NA,NA,NA,NA,NA,NA,NA
DG240539,London,M,1974-05-29,2012-04-22,37.9,NA,NA,NA,NA,NA,NA,NA
DG240619,Leeds,M,1986-09-18,2010-10-18,24.08,NA,NA,NA,NA,NA,NA,NA
DG240931,Birmingham,M,1981-09-23,2013-01-26,31.34,NA,NA,NA,NA,NA,NA,NA
DG241050,Sheffield,M,1978-03-30,2013-08-31,35.42,2015-06-17,21.52,7,10,10,2,-1
DG241575,Glasgow,F,1982-05-27,2010-01-26,27.67,2011-11-26,21.98,7,-1,7,-1,1
DG241716,Liverpool,F,1977-02-15,2012-01-09,34.9,2015-05-13,40.08,-1,-1,1,7,2
DG242059,London,F,1984-08-02,2011-11-11,27.27,NA,NA,NA,NA,NA,NA,NA
DG242087,London,F,1958-10-16,2010-07-23,51.77,NA,NA,NA,NA,NA,NA,NA
DG242108,Sheffield,M,1981-12-31,2013-05-11,31.36,2015-06-20,25.3,7,9,10,1,1
DG242365,Manchester,F,1989-12-07,2013-02-25,23.22,2014-05-26,14.95,NA,NA,NA,NA,NA
DG242641,Nottingham,F,1956-03-15,2014-10-06,58.56,NA,NA,NA,NA,NA,NA,NA
DG242706,Birmingham,F,1952-01-20,2011-07-25,59.51,NA,NA,NA,NA,NA,NA,NA
DG242814,Birmingham,M,1971-01-15,2013-11-05,42.81,NA,NA,NA,NA,NA,NA,NA
DG243558,Manchester,F,1986-03-11,2012-04-18,26.11,NA,NA,NA,NA,NA,NA,NA
DG243982,London,F,1959-05-29,2010-11-23,51.49,NA,NA,NA,NA,NA,NA,NA
DG244444,Sheffield,M,1980-06-14,2010-02-02,29.64,2011-04-11,14.23,5,-1,-1,2,2
DG244494,London,F,1989-08-19,2012-07-07,22.88,2015-04-23,33.51,5,9,-1,10,1
DG244534,Newcastle upon Tyne,F,1969-05-17,2010-08-08,41.23,NA,NA,NA,NA,NA,NA,NA
DG244553,Leeds,F,1955-11-27,2011-07-08,55.61,NA,NA,NA,NA,NA,NA,NA
DG244889,Liverpool,F,1986-07-23,2013-08-25,27.09,NA,NA,NA,NA,NA,NA,NA
DG244963,Nottingham,M,1977-07-25,2012-05-09,34.79,2015-05-21,36.37,NA,NA,NA,NA,NA
DG244971,Manchester,M,1980-10-28,2010-03-10,29.36,2015-06-10,63.01,4,7,3,5,0
DG245157,Manchester,M,1984-07-17,2013-01-05,28.47,NA,NA,NA,NA,NA,NA,NA
DG245173,Newcastle upon Tyne,M,1972-08-20,2014-03-21,41.58,NA,NA,NA,NA,NA,NA,NA
DG245320,London,M,1957-12-09,2010-03-30,52.3,2011-10-17,18.6,8,-1,7,10,0
DG245468,London,F,1981-04-28,2013-01-30,31.76,2013-12-04,10.12,-1,8,6,10,3
DG245636,Southampton,M,1956-02-16,2014-07-24,58.43,2015-03-09,7.49,4,6,-1,10,2
DG245698,Birmingham,F,1983-12-30,2013-05-18,29.38,NA,NA,NA,NA,NA,NA,NA
DG245898,Birmingham,F,1976-08-02,2010-03-13,33.61,2013-09-27,42.51,7,10,4,2,-1
DG245987,Sheffield,F,1959-12-24,2010-02-19,50.16,NA,NA,NA,NA,NA,NA,NA
DG246279,Glasgow,F,1967-12-28,2010-06-24,42.49,NA,NA,NA,NA,NA,NA,NA
DG246332,Manchester,M,1983-01-08,2012-01-21,29.03,NA,NA,NA,NA,NA,NA,NA
DG246557,Liverpool,F,1994-11-17,2013-08-01,18.7,NA,NA,NA,NA,NA,NA,NA
DG246659,Sheffield,M,1981-02-26,2011-06-01,30.26,NA,NA,NA,NA,NA,NA,NA
DG247128,Leeds,M,1946-08-15,2010-12-26,64.36,2013-01-03,24.28,-1,7,-1,9,0
DG247138,London,F,1982-05-27,2010-10-17,28.39,NA,NA,NA,NA,NA,NA,NA
DG247621,Manchester,F,1979-01-22,2012-03-29,33.18,2014-09-28,30,NA,NA,NA,NA,NA
DG247664,London,M,1976-03-22,2013-08-15,37.4,NA,NA,NA,NA,NA,NA,NA
DG247790,Glasgow,M,1975-07-27,2010-06-25,34.91,NA,NA,NA,NA,NA,NA,NA
DG247928,Newcastle upon Tyne,M,1979-06-08,2010-09-13,31.27,2010-11-18,2.17,NA,NA,NA,NA,NA
DG248065,Birmingham,M,1980-08-03,2012-02-15,31.53,NA,NA,NA,NA,NA,NA,NA
DG248271,London,M,1968-11-21,2010-11-28,42.02,NA,NA,NA,NA,NA,NA,NA
DG248531,London,M,1973-07-11,2013-10-06,40.24,NA,NA,NA,NA,NA,NA,NA
DG248549,Birmingham,M,1963-01-26,2011-01-21,47.99,NA,NA,NA,NA,NA,NA,NA
DG248715,Glasgow,M,1972-08-21,2012-11-10,40.22,2014-02-14,15.15,9,5,-1,0,0
DG248839,Birmingham,F,1974-02-28,2010-01-19,35.89,NA,NA,NA,NA,NA,NA,NA
DG249021,Sheffield,M,1938-04-16,2010-06-23,72.19,NA,NA,NA,NA,NA,NA,NA
DG249297,Southampton,F,1964-10-04,2010-01-16,45.28,NA,NA,NA,NA,NA,NA,NA
DG249328,Manchester,M,1983-11-03,2013-03-18,29.37,2015-01-22,22.18,-1,7,4,6,1
DG249507,Nottingham,M,1981-10-04,2010-09-17,28.95,NA,NA,NA,NA,NA,NA,NA
DG249525,Manchester,F,1977-12-04,2013-04-30,35.4,NA,NA,NA,NA,NA,NA,NA
DG249526,Newcastle upon Tyne,M,1976-11-16,2012-04-15,35.41,NA,NA,NA,NA,NA,NA,NA
DG249749,London,F,1970-01-22,2011-02-01,41.03,NA,NA,NA,NA,NA,NA,NA
DG249865,Newcastle upon Tyne,M,1976-04-09,2010-09-27,34.47,NA,NA,NA,NA,NA,NA,NA
DG250199,Birmingham,F,1970-07-20,2010-10-23,40.26,2013-08-27,34.14,8,10,5,3,2
DG250445,Nottingham,F,1957-04-18,2011-02-17,53.83,NA,NA,NA,NA,NA,NA,NA
DG250524,Glasgow,F,1969-05-30,2011-06-05,42.02,NA,NA,NA,NA,NA,NA,NA
DG250821,London,F,1958-02-10,2013-03-10,55.08,NA,NA,NA,NA,NA,NA,NA
DG250837,Birmingham,F,1973-05-23,2010-07-06,37.12,NA,NA,NA,NA,NA,NA,NA
DG250889,London,F,1944-12-30,2010-10-23,65.81,NA,NA,NA,NA,NA,NA,NA
DG251131,Newcastle upon Tyne,M,1991-08-09,2012-06-09,20.84,2014-02-05,19.91,9,-1,10,6,3
DG251353,Manchester,M,1965-09-01,2012-09-26,47.07,2014-10-02,24.18,NA,NA,NA,NA,NA
DG251571,Manchester,M,1938-11-13,2011-05-30,72.54,2015-03-18,45.6,6,7,6,7,1
DG251636,London,M,1981-01-31,2010-04-04,29.17,NA,NA,NA,NA,NA,NA,NA
DG251755,Southampton,F,1969-06-01,2010-05-29,40.99,2011-05-08,11.3,5,-1,-1,10,2
DG251974,Manchester,M,1985-01-01,2013-08-28,28.65,NA,NA,NA,NA,NA,NA,NA
DG252297,Newcastle upon Tyne,M,1950-09-14,2013-09-28,63.04,NA,NA,NA,NA,NA,NA,NA
DG252959,Glasgow,F,1984-02-15,2010-12-17,26.84,NA,NA,NA,NA,NA,NA,NA
DG253031,Leeds,M,1964-08-12,2012-08-28,48.04,NA,NA,NA,NA,NA,NA,NA
DG253048,London,M,1991-08-09,2011-11-16,20.27,NA,NA,NA,NA,NA,NA,NA
DG253107,Sheffield,F,1988-10-21,2013-01-10,24.22,2013-05-19,4.24,4,-1,7,2,-1
DG253212,Leeds,F,1982-10-23,2012-09-23,29.92,2013-06-15,8.71,-1,7,5,9,-1
DG253294,Glasgow,F,1971-07-29,2011-07-13,39.96,NA,NA,NA,NA,NA,NA,NA
DG253459,Leeds,F,1979-12-15,2013-04-10,33.32,NA,NA,NA,NA,NA,NA,NA
DG253880,Manchester,F,1958-06-21,2012-07-25,54.09,2013-09-22,13.93,-1,9,6,6,2
DG253955,Birmingham,F,1987-07-19,2010-08-20,23.09,NA,NA,NA,NA,NA,NA,NA
DG254082,London,F,1978-12-27,2010-03-23,31.24,2014-12-26,57.13,8,-1,7,10,2
DG254249,Birmingham,M,1943-05-14,2010-04-15,66.92,NA,NA,NA,NA,NA,NA,NA
DG254294,Sheffield,M,1982-12-14,2012-12-12,30,NA,NA,NA,NA,NA,NA,NA
DG254355,London,M,1974-08-05,2011-06-16,36.86,2012-11-11,16.89,-1,7,6,10,0
DG254519,Southampton,F,1980-09-01,2011-09-12,31.03,2012-07-09,9.89,NA,NA,NA,NA,NA
DG254550,Leeds,F,1978-08-22,2010-06-17,31.82,NA,NA,NA,NA,NA,NA,NA
